"","State","Year","Total_Energy","NonRenewable_Energy","Perc_NonRenewable_Energy","Renewable_Energy","Perc_Renewable_Energy"
"3183","WV","2006",754206,736529,98,17677,2
"3184","WV","2007",784759,766878,98,17881,2
"3185","WV","2008",770619,747416,97,23203,3
"3186","WV","2009",697144,661212,95,35932,5
"3187","WV","2010",743395,705655,95,37740,5
"3188","WV","2011",729519,691570,95,37949,5
"3189","WV","2012",721739,686360,95,35379,5
"3190","WV","2013",740591,698338,94,42253,6
"3191","WV","2014",771980,731091,95,40889,5
"3192","WV","2015",758971,730047,96,28924,4
"3193","WV","2016",752461,721857,96,30604,4
"3194","WV","2017",742075,711474,96,30601,4
"3195","WV","2018",818371,784538,96,33833,4
"3196","WV","2019",817732,785833,96,31899,4
"3197","WV","2020",786352,760343,97,26009,3
"3198","WV","2021",835873,809446,97,26427,3
"3199","WV","2022",829676,801285,97,28391,3
"3200","WV","2023",832806,804436,97,28370,3
"3201","WY","1960",140236,136536,97,3700,3
"3202","WY","1961",153279,149585,98,3694,2
"3203","WY","1962",171561,166785,97,4776,3
"3204","WY","1963",161170,156742,97,4428,3
"3205","WY","1964",161238,156789,97,4449,3
"3206","WY","1965",169369,164802,97,4567,3
"3207","WY","1966",176810,172165,97,4645,3
"3208","WY","1967",200843,196740,98,4103,2
"3209","WY","1968",221358,216501,98,4857,2
"3210","WY","1969",245717,240443,98,5274,2
"3211","WY","1970",251486,246485,98,5001,2
"3212","WY","1971",264193,258133,98,6060,2
"3213","WY","1972",282588,277264,98,5324,2
"3214","WY","1973",279112,273525,98,5587,2
"3215","WY","1974",273615,267339,98,6276,2
"3216","WY","1975",271784,266393,98,5391,2
"3217","WY","1976",295007,289722,98,5285,2
"3218","WY","1977",320906,316320,99,4586,1
"3219","WY","1978",348783,342835,98,5948,2
"3220","WY","1979",371915,365320,98,6595,2
"3221","WY","1980",355525,349006,98,6519,2
"3222","WY","1981",346244,340040,98,6204,2
"3223","WY","1982",354790,348530,98,6260,2
"3224","WY","1983",319981,312383,98,7598,2
"3225","WY","1984",341363,333219,98,8144,2
"3226","WY","1985",348098,340632,98,7466,2
"3227","WY","1986",327001,318793,97,8208,3
"3228","WY","1987",356005,350266,98,5739,2
"3229","WY","1988",363842,357896,98,5946,2
"3230","WY","1989",373500,367801,98,5699,2
"3231","WY","1990",397940,392917,99,5023,1
"3232","WY","1991",386520,380910,99,5610,1
"3233","WY","1992",420166,415309,99,4857,1
"3234","WY","1993",405233,399914,99,5319,1
"3235","WY","1994",406194,400033,98,6161,2
"3236","WY","1995",401562,396098,99,5464,1
"3237","WY","1996",412595,406212,98,6383,2
"3238","WY","1997",411936,405046,98,6890,2
"3239","WY","1998",418381,411770,98,6611,2
"3240","WY","1999",422871,416763,99,6108,1
"3241","WY","2000",425392,418914,98,6478,2
"3242","WY","2001",435687,429641,99,6046,1
"3243","WY","2002",436429,431121,99,5308,1
"3244","WY","2003",459188,453995,99,5193,1
"3245","WY","2004",448135,442086,99,6049,1
"3246","WY","2005",453595,444357,98,9238,2
"3247","WY","2006",474497,465361,98,9136,2
"3248","WY","2007",520180,510838,98,9342,2
"3249","WY","2008",533990,523107,98,10883,2
"3250","WY","2009",516461,501706,97,14755,3
"3251","WY","2010",530410,511560,96,18850,4
"3252","WY","2011",543253,518268,95,24985,5
"3253","WY","2012",539195,515898,96,23297,4
"3254","WY","2013",529026,505778,96,23248,4
"3255","WY","2014",524393,500617,95,23776,5
"3256","WY","2015",496831,471856,95,24975,5
"3257","WY","2016",492957,465828,94,27129,6
"3258","WY","2017",522657,494953,95,27704,5
"3259","WY","2018",546375,520240,95,26135,5
"3260","WY","2019",534214,506558,95,27656,5
"3261","WY","2020",483752,454817,94,28935,6
"3262","WY","2021",481123,443389,92,37734,8
"3263","WY","2022",494020,451941,91,42079,9
"3264","WY","2023",499766,461292,92,38474,8
"3265","US","1960",43935276,42105402,96,1829874,4
"3266","US","1961",44557699,42731926,96,1825773,4
"3267","US","1962",46543126,44655624,96,1887502,4
"3268","US","1963",48409682,46509199,96,1900483,4
"3269","US","1964",50494169,48541483,96,1952686,4
"3270","US","1965",52577565,50570048,96,2007517,4
"3271","US","1966",55573431,53528441,96,2044990,4
"3272","US","1967",57335511,55226658,96,2108853,4
"3273","US","1968",60820699,58629038,96,2191661,4
"3274","US","1969",63791447,61484028,96,2307419,4
"3275","US","1970",65939114,63650093,97,2289021,3
"3276","US","1971",67255613,64901780,97,2353833,3
"3277","US","1972",70744691,68295200,97,2449491,3
"3278","US","1973",73788463,71312919,97,2475544,3
"3279","US","1974",71758674,69172674,96,2586000,4
"3280","US","1975",69810078,67265912,96,2544166,4
"3281","US","1976",73944199,71239501,96,2704698,4
"3282","US","1977",76351470,73737997,97,2613473,3
"3283","US","1978",77987575,74972627,96,3014948,4
"3284","US","1979",78844092,75713062,96,3131030,4
"3285","US","1980",76064555,72622985,95,3441570,5
"3286","US","1981",74195857,70676471,95,3519386,5
"3287","US","1982",70772226,67025139,95,3747087,5
"3288","US","1983",70452934,66383770,94,4069164,6
"3289","US","1984",74177235,70072594,94,4104641,6
"3290","US","1985",74340863,70322615,95,4018248,5
"3291","US","1986",74451441,70480869,95,3970572,5
"3292","US","1987",77112925,73335717,95,3777208,5
"3293","US","1988",81077213,77254468,95,3822745,5
"3294","US","1989",82703379,78497237,95,4206142,5
"3295","US","1990",82277974,78413396,95,3864578,5
"3296","US","1991",82212657,78311224,95,3901433,5
"3297","US","1992",83842847,79911104,95,3931743,5
"3298","US","1993",85220279,81215509,95,4004770,5
"3299","US","1994",87080163,83023690,95,4056473,5
"3300","US","1995",88732046,84435404,95,4296642,5
"3301","US","1996",91474194,86992696,95,4481498,5
"3302","US","1997",92105715,87644822,95,4460893,5
"3303","US","1998",92614839,88442110,95,4172729,5
"3304","US","1999",94212808,90011082,96,4201726,4
"3305","US","2000",96686060,92590424,96,4095636,4
"3306","US","2001",94391208,90874899,96,3516309,4
"3307","US","2002",95582476,91816321,96,3766155,4
"3308","US","2003",95806580,91890696,96,3915884,4
"3309","US","2004",98044608,93939080,96,4105528,4
"3310","US","2005",98108764,93877403,96,4231361,4
"3311","US","2006",97231383,92751123,95,4480260,5
"3312","US","2007",98987749,94392922,95,4594827,5
"3313","US","2008",96657598,91589950,95,5067648,5
"3314","US","2009",91630574,86338101,94,5292473,6
"3315","US","2010",95129103,89233467,94,5895636,6
"3316","US","2011",93969435,87661952,93,6307483,7
"3317","US","2012",91664394,85514429,93,6149965,7
"3318","US","2013",94234417,87647920,93,6586497,7
"3319","US","2014",95322209,88526712,93,6795497,7
"3320","US","2015",94462877,87640682,93,6822195,7
"3321","US","2016",94072893,86963435,92,7109458,8
"3322","US","2017",93892854,86519594,92,7373260,8
"3323","US","2018",97391985,89866584,92,7525401,8
"3324","US","2019",96564778,88979666,92,7585112,8
"3325","US","2020",88857658,81567589,92,7290069,8
"3326","US","2021",93350300,85704133,92,7646167,8
"3327","US","2022",94831564,86724211,91,8107353,9
"3328","US","2023",93557489,85370172,91,8187317,9
