"","State","Year","Total_Energy","NonRenewable_Energy","Perc_NonRenewable_Energy","Renewable_Energy","Perc_Renewable_Energy"
"611","FL","1994",3458320,3244285,94,214035,6
"612","FL","1995",3604864,3386047,94,218817,6
"613","FL","1996",3677088,3438169,94,238919,6
"614","FL","1997",3699302,3469516,94,229786,6
"615","FL","1998",3850212,3645952,95,204260,5
"616","FL","1999",3907612,3704371,95,203241,5
"617","FL","2000",4067861,3873344,95,194517,5
"618","FL","2001",4051572,3894422,96,157150,4
"619","FL","2002",4161068,3987876,96,173192,4
"620","FL","2003",4180999,3994228,96,186771,4
"621","FL","2004",4334599,4156764,96,177835,4
"622","FL","2005",4406875,4220639,96,186236,4
"623","FL","2006",4460801,4269135,96,191666,4
"624","FL","2007",4405230,4205093,95,200137,5
"625","FL","2008",4250476,4008213,94,242263,6
"626","FL","2009",4099568,3826993,93,272575,7
"627","FL","2010",4306461,4017599,93,288862,7
"628","FL","2011",4152538,3862982,93,289556,7
"629","FL","2012",4053146,3764992,93,288154,7
"630","FL","2013",4113052,3810970,93,302082,7
"631","FL","2014",4158101,3860328,93,297773,7
"632","FL","2015",4309044,4016058,93,292986,7
"633","FL","2016",4344665,4054720,93,289945,7
"634","FL","2017",4324444,4023897,93,300547,7
"635","FL","2018",4412536,4110626,93,301910,7
"636","FL","2019",4338168,4044936,93,293232,7
"637","FL","2020",3954655,3676180,93,278475,7
"638","FL","2021",4256909,3959618,93,297291,7
"639","FL","2022",4334307,4029702,93,304605,7
"640","FL","2023",4301743,4015437,93,286306,7
"641","GA","1960",681860,602787,88,79073,12
"642","GA","1961",686173,608148,89,78025,11
"643","GA","1962",742616,664148,89,78468,11
"644","GA","1963",781362,698941,89,82421,11
"645","GA","1964",833715,745802,89,87913,11
"646","GA","1965",890335,805085,90,85250,10
"647","GA","1966",969858,883796,91,86062,9
"648","GA","1967",1030780,947310,92,83470,8
"649","GA","1968",1120406,1036028,92,84378,8
"650","GA","1969",1189279,1105391,93,83888,7
"651","GA","1970",1240557,1160172,94,80385,6
"652","GA","1971",1305275,1219601,93,85674,7
"653","GA","1972",1391743,1300586,93,91157,7
"654","GA","1973",1510176,1414098,94,96078,6
"655","GA","1974",1445621,1349726,93,95895,7
"656","GA","1975",1438784,1345672,94,93112,6
"657","GA","1976",1504233,1399924,93,104309,7
"658","GA","1977",1589996,1482190,93,107806,7
"659","GA","1978",1634584,1522511,93,112073,7
"660","GA","1979",1682673,1564282,93,118391,7
"661","GA","1980",1668806,1555620,93,113186,7
"662","GA","1981",1648041,1541689,94,106352,6
"663","GA","1982",1623407,1505250,93,118157,7
"664","GA","1983",1688045,1566217,93,121828,7
"665","GA","1984",1813511,1683137,93,130374,7
"666","GA","1985",1874526,1748198,93,126328,7
"667","GA","1986",1891913,1765331,93,126582,7
"668","GA","1987",1995372,1871583,94,123789,6
"669","GA","1988",2091376,1966903,94,124473,6
"670","GA","1989",2160879,1969610,91,191269,9
"671","GA","1990",2188433,1984286,91,204147,9
"672","GA","1991",2176941,1978968,91,197973,9
"673","GA","1992",2217975,2017342,91,200633,9
"674","GA","1993",2373461,2163809,91,209652,9
"675","GA","1994",2395160,2184126,91,211034,9
"676","GA","1995",2578340,2358169,91,220171,9
"677","GA","1996",2726850,2502406,92,224444,8
"678","GA","1997",2709444,2476072,91,233372,9
"679","GA","1998",2744268,2523211,92,221057,8
"680","GA","1999",2779826,2567457,92,212369,8
"681","GA","2000",2901427,2696083,93,205344,7
"682","GA","2001",2797716,2623588,94,174128,6
"683","GA","2002",2912009,2646606,91,265403,9
"684","GA","2003",2923139,2729218,93,193921,7
"685","GA","2004",3065310,2862854,93,202456,7
"686","GA","2005",3080403,2888272,94,192131,6
"687","GA","2006",3067394,2872523,94,194871,6
"688","GA","2007",3061401,2868983,94,192418,6
"689","GA","2008",2926774,2741343,94,185431,6
"690","GA","2009",2884852,2684041,93,200811,7
"691","GA","2010",3117670,2890751,93,226919,7
"692","GA","2011",2999215,2766984,92,232231,8
"693","GA","2012",2817024,2590441,92,226583,8
"694","GA","2013",2868107,2604545,91,263562,9
"695","GA","2014",2940286,2660529,90,279757,10
"696","GA","2015",2945148,2660775,90,284373,10
"697","GA","2016",2910005,2635313,91,274692,9
"698","GA","2017",2880666,2612021,91,268645,9
"699","GA","2018",2946672,2674161,91,272511,9
"700","GA","2019",2903162,2621319,90,281843,10
"701","GA","2020",2656941,2370023,89,286918,11
"702","GA","2021",2763082,2473969,90,289113,10
"703","GA","2022",2842621,2549384,90,293237,10
"704","GA","2023",2838817,2547355,90,291462,10
"705","HI","1960",94640,94547,100,93,0
"706","HI","1961",113578,113495,100,83,0
"707","HI","1962",108141,108072,100,69,0
"708","HI","1963",114103,113819,100,284,0
"709","HI","1964",122620,122003,99,617,1
"710","HI","1965",129824,129295,100,529,0
"711","HI","1966",144691,144166,100,525,0
"712","HI","1967",163104,162476,100,628,0
"713","HI","1968",182141,181142,99,999,1
"714","HI","1969",190159,189089,99,1070,1
"715","HI","1970",196184,195388,100,796,0
"716","HI","1971",211042,210390,100,652,0
"717","HI","1972",217426,216567,100,859,0
"718","HI","1973",223651,222785,100,866,0
"719","HI","1974",211458,210554,100,904,0
"720","HI","1975",213754,212880,100,874,0
"721","HI","1976",219397,218380,100,1017,0
"722","HI","1977",232732,231980,100,752,0
"723","HI","1978",236388,235827,100,561,0
"724","HI","1979",255980,255346,100,634,0
"725","HI","1980",261744,249539,95,12205,5
"726","HI","1981",236151,223132,94,13019,6
"727","HI","1982",217460,204713,94,12747,6
"728","HI","1983",220552,206230,94,14322,6
"729","HI","1984",231705,217054,94,14651,6
"730","HI","1985",247820,233247,94,14573,6
"731","HI","1986",244655,228014,93,16641,7
"732","HI","1987",248796,230626,93,18170,7
"733","HI","1988",289021,269265,93,19756,7
"734","HI","1989",309045,280892,91,28153,9
"735","HI","1990",320661,293483,92,27178,8
"736","HI","1991",294400,267635,91,26765,9
"737","HI","1992",305433,279231,91,26202,9
"738","HI","1993",281060,254822,91,26238,9
"739","HI","1994",296649,273629,92,23020,8
"740","HI","1995",294338,272167,92,22171,8
"741","HI","1996",280503,258972,92,21531,8
"742","HI","1997",270917,250980,93,19937,7
"743","HI","1998",270821,251730,93,19091,7
"744","HI","1999",267015,247585,93,19430,7
"745","HI","2000",270704,252920,93,17784,7
"746","HI","2001",267970,257725,96,10245,4
"747","HI","2002",283505,274199,97,9306,3
"748","HI","2003",299086,287594,96,11492,4
"749","HI","2004",312623,300932,96,11691,4
"750","HI","2005",322560,310549,96,12011,4
"751","HI","2006",324507,311754,96,12753,4
"752","HI","2007",334047,320820,96,13227,4
"753","HI","2008",272843,257298,94,15545,6
"754","HI","2009",272233,256205,94,16028,6
"755","HI","2010",293799,279414,95,14385,5
"756","HI","2011",297688,282324,95,15364,5
"757","HI","2012",290679,275427,95,15252,5
"758","HI","2013",293465,275393,94,18072,6
"759","HI","2014",285390,267004,94,18386,6
"760","HI","2015",288390,269253,93,19137,7
"761","HI","2016",289064,268032,93,21032,7
"762","HI","2017",295483,276367,94,19116,6
"763","HI","2018",294240,275313,94,18927,6
"764","HI","2019",296556,278185,94,18371,6
"765","HI","2020",219357,200976,92,18381,8
"766","HI","2021",255846,235712,92,20134,8
"767","HI","2022",270303,249832,92,20471,8
"768","HI","2023",272874,251828,92,21046,8
"769","IA","1960",589195,579785,98,9410,2
"770","IA","1961",586832,577610,98,9222,2
"771","IA","1962",612223,603297,99,8926,1
"772","IA","1963",630303,622257,99,8046,1
"773","IA","1964",654469,646535,99,7934,1
"774","IA","1965",680139,671511,99,8628,1
"775","IA","1966",683755,674834,99,8921,1
"776","IA","1967",730492,721908,99,8584,1
"777","IA","1968",764778,755179,99,9599,1
"778","IA","1969",802579,793420,99,9159,1
"779","IA","1970",831027,821571,99,9456,1
"780","IA","1971",841352,831680,99,9672,1
"781","IA","1972",883091,872776,99,10315,1
"782","IA","1973",941425,931057,99,10368,1
"783","IA","1974",925213,914501,99,10712,1
"784","IA","1975",917581,906696,99,10885,1
"785","IA","1976",956316,945620,99,10696,1
"786","IA","1977",961845,950233,99,11612,1
"787","IA","1978",938650,925827,99,12823,1
"788","IA","1979",1015722,1003007,99,12715,1
"789","IA","1980",959968,908012,95,51956,5
"790","IA","1981",945569,888304,94,57265,6
"791","IA","1982",941125,880684,94,60441,6
"792","IA","1983",921964,856412,93,65552,7
"793","IA","1984",910783,841681,92,69102,8
"794","IA","1985",875272,806307,92,68965,8
"795","IA","1986",878360,785086,89,93274,11
"796","IA","1987",886824,785969,89,100855,11
"797","IA","1988",960660,853992,89,106668,11
"798","IA","1989",918981,846046,92,72935,8
"799","IA","1990",941873,873965,93,67908,7
"800","IA","1991",978008,908207,93,69801,7
"801","IA","1992",968775,895498,92,73277,8
"802","IA","1993",1033373,957623,93,75750,7
"803","IA","1994",1062480,984460,93,78020,7
"804","IA","1995",1100958,1023491,93,77467,7
"805","IA","1996",1142304,1060057,93,82247,7
"806","IA","1997",1129820,1055237,93,74583,7
"807","IA","1998",1141438,1068620,94,72818,6
"808","IA","1999",1188691,1112960,94,75731,6
"809","IA","2000",1186019,1114780,94,71239,6
"810","IA","2001",1157637,1090157,94,67480,6
"811","IA","2002",1183045,1110448,94,72597,6
"812","IA","2003",1179269,1097502,93,81767,7
"813","IA","2004",1232893,1134803,92,98090,8
"814","IA","2005",1259846,1152149,91,107697,9
"815","IA","2006",1281045,1159201,90,121844,10
"816","IA","2007",1354377,1201593,89,152784,11
"817","IA","2008",1412115,1230517,87,181598,13
"818","IA","2009",1398438,1162298,83,236140,17
"819","IA","2010",1441943,1171079,81,270864,19
"820","IA","2011",1441350,1161217,81,280133,19
"821","IA","2012",1358008,1077781,79,280227,21
"822","IA","2013",1430460,1140776,80,289684,20
"823","IA","2014",1444090,1142242,79,301848,21
"824","IA","2015",1404875,1086497,77,318378,23
"825","IA","2016",1413694,1083538,77,330156,23
"826","IA","2017",1450807,1108085,76,342722,24
"827","IA","2018",1520994,1169759,77,351235,23
"828","IA","2019",1503136,1133997,75,369139,25
"829","IA","2020",1349801,983792,73,366009,27
"830","IA","2021",1385940,996153,72,389787,28
"831","IA","2022",1426881,1005097,70,421784,30
"832","IA","2023",1405284,990483,70,414801,30
"833","ID","1960",181977,149589,82,32388,18
"834","ID","1961",193392,163488,85,29904,15
"835","ID","1962",201192,169956,84,31236,16
"836","ID","1963",203722,172763,85,30959,15
"837","ID","1964",220220,187691,85,32529,15
"838","ID","1965",224114,191094,85,33020,15
"839","ID","1966",234465,200900,86,33565,14
"840","ID","1967",254143,220310,87,33833,13
"841","ID","1968",274456,240780,88,33676,12
"842","ID","1969",273043,240995,88,32048,12
"843","ID","1970",283123,247503,87,35620,13
"844","ID","1971",297493,260827,88,36666,12
"845","ID","1972",319731,281601,88,38130,12
"846","ID","1973",323593,284137,88,39456,12
"847","ID","1974",331607,288227,87,43380,13
"848","ID","1975",343621,297464,87,46157,13
"849","ID","1976",347893,298712,86,49181,14
"850","ID","1977",355486,316918,89,38568,11
"851","ID","1978",357228,306485,86,50743,14
"852","ID","1979",370680,320565,86,50115,14
"853","ID","1980",334792,287707,86,47085,14
"854","ID","1981",347367,298609,86,48758,14
"855","ID","1982",333178,277543,83,55635,17
"856","ID","1983",327933,266389,81,61544,19
"857","ID","1984",330482,267029,81,63453,19
"858","ID","1985",340363,284553,84,55810,16
"859","ID","1986",327985,267110,81,60875,19
"860","ID","1987",333521,288865,87,44656,13
"861","ID","1988",354967,314181,89,40786,11
"862","ID","1989",386190,326978,85,59212,15
"863","ID","1990",340787,284800,84,55987,16
"864","ID","1991",350770,295978,84,54792,16
"865","ID","1992",371064,322040,87,49024,13
"866","ID","1993",366600,307725,84,58875,16
"867","ID","1994",393148,341541,87,51607,13
"868","ID","1995",386129,322481,84,63648,16
"869","ID","1996",400574,328555,82,72019,18
"870","ID","1997",395691,316487,80,79204,20
"871","ID","1998",415600,343548,83,72052,17
"872","ID","1999",434818,359402,83,75416,17
"873","ID","2000",466227,399643,86,66584,14
"874","ID","2001",449829,395216,88,54613,12
"875","ID","2002",432653,378754,88,53899,12
"876","ID","2003",410104,357317,87,52787,13
"877","ID","2004",442107,385908,87,56199,13
"878","ID","2005",452949,386950,85,65999,15
"879","ID","2006",447801,374389,84,73412,16
"880","ID","2007",475593,407689,86,67904,14
"881","ID","2008",468048,397395,85,70653,15
"882","ID","2009",428088,360528,84,67560,16
"883","ID","2010",455512,384601,84,70911,16
"884","ID","2011",421540,336935,80,84605,20
"885","ID","2012",427551,349748,82,77803,18
"886","ID","2013",455268,382006,84,73262,16
"887","ID","2014",444839,361573,81,83266,19
"888","ID","2015",467796,379088,81,88708,19
"889","ID","2016",463480,378667,82,84813,18
"890","ID","2017",468777,374345,80,94432,20
"891","ID","2018",467171,368833,79,98338,21
"892","ID","2019",485120,388386,80,96734,20
"893","ID","2020",462867,383094,83,79773,17
"894","ID","2021",490373,415945,85,74428,15
"895","ID","2022",512667,434261,85,78406,15
"896","ID","2023",505344,428216,85,77128,15
"897","IL","1960",2470864,2439201,99,31663,1
"898","IL","1961",2504146,2473337,99,30809,1
"899","IL","1962",2595952,2564441,99,31511,1
"900","IL","1963",2660868,2627701,99,33167,1
"901","IL","1964",2786619,2753382,99,33237,1
"902","IL","1965",2957154,2923349,99,33805,1
"903","IL","1966",3115310,3079444,99,35866,1
"904","IL","1967",3235878,3199695,99,36183,1
"905","IL","1968",3371320,3332453,99,38867,1
"906","IL","1969",3545323,3504806,99,40517,1
"907","IL","1970",3606919,3567034,99,39885,1
"908","IL","1971",3626688,3587024,99,39664,1
"909","IL","1972",3833254,3792810,99,40444,1
"910","IL","1973",3922291,3879329,99,42962,1
"911","IL","1974",3848522,3805445,99,43077,1
"912","IL","1975",3756882,3714840,99,42042,1
"913","IL","1976",3924044,3877476,99,46568,1
"914","IL","1977",4024163,3973759,99,50404,1
"915","IL","1978",4103957,4041925,98,62032,2
"916","IL","1979",3956004,3892280,98,63724,2
"917","IL","1980",3677167,3585767,98,91400,2
"918","IL","1981",3463727,3364347,97,99380,3
"919","IL","1982",3295717,3188157,97,107560,3
"920","IL","1983",3363793,3238331,96,125462,4
"921","IL","1984",3401645,3277892,96,123753,4
"922","IL","1985",3346836,3217526,96,129310,4
"923","IL","1986",3325624,3185324,96,140300,4
"924","IL","1987",3393980,3243198,96,150782,4
"925","IL","1988",3633357,3473793,96,159564,4
"926","IL","1989",3536169,3405079,96,131090,4
"927","IL","1990",3611525,3509552,97,101973,3
"928","IL","1991",3677262,3569275,97,107987,3
"929","IL","1992",3649626,3535777,97,113849,3
"930","IL","1993",3752683,3655410,97,97273,3
"931","IL","1994",3772943,3672898,97,100045,3
"932","IL","1995",3885782,3788778,98,97004,2
"933","IL","1996",3969450,3886686,98,82764,2
"934","IL","1997",3937179,3846662,98,90517,2
"935","IL","1998",3852291,3761747,98,90544,2
"936","IL","1999",4023131,3930264,98,92867,2
"937","IL","2000",4028341,3931634,98,96707,2
"938","IL","2001",3904632,3804794,97,99838,3
"939","IL","2002",3919273,3808622,97,110651,3
"940","IL","2003",3944694,3818726,97,125968,3
"941","IL","2004",3992115,3867158,97,124957,3
"942","IL","2005",4138872,4031196,97,107676,3
"943","IL","2006",3988635,3882900,97,105735,3
"944","IL","2007",4075892,3951538,97,124354,3
"945","IL","2008",4070403,3926791,96,143612,4
"946","IL","2009",3841146,3674891,96,166255,4
"947","IL","2010",3957104,3770765,95,186339,5
"948","IL","2011",3934122,3743563,95,190559,5
"949","IL","2012",3803647,3612533,95,191114,5
"950","IL","2013",3962061,3757026,95,205035,5
"951","IL","2014",4038082,3826796,95,211286,5
"952","IL","2015",3870603,3668613,95,201990,5
"953","IL","2016",3874872,3665464,95,209408,5
"954","IL","2017",3832517,3622058,95,210459,5
"955","IL","2018",3961761,3757439,95,204322,5
"956","IL","2019",3887683,3678995,95,208688,5
"957","IL","2020",3549235,3341592,94,207643,6
"958","IL","2021",3636248,3412142,94,224106,6
"959","IL","2022",3676428,3427887,93,248541,7
"960","IL","2023",3486989,3241286,93,245703,7
"961","IN","1960",1503173,1479354,98,23819,2
"962","IN","1961",1522771,1499345,98,23426,2
"963","IN","1962",1549590,1526040,98,23550,2
"964","IN","1963",1604646,1581006,99,23640,1
"965","IN","1964",1682470,1659620,99,22850,1
"966","IN","1965",1762170,1739770,99,22400,1
"967","IN","1966",1882381,1858732,99,23649,1
"968","IN","1967",1909401,1885328,99,24073,1
"969","IN","1968",2000493,1975474,99,25019,1
"970","IN","1969",2107983,2082167,99,25816,1
"971","IN","1970",2171749,2146763,99,24986,1
"972","IN","1971",2184587,2160475,99,24112,1
"973","IN","1972",2383665,2355523,99,28142,1
"974","IN","1973",2421144,2392389,99,28755,1
"975","IN","1974",2371441,2342553,99,28888,1
"976","IN","1975",2314295,2286061,99,28234,1
"977","IN","1976",2349341,2316657,99,32684,1
"978","IN","1977",2437182,2401038,99,36144,1
"979","IN","1978",2477026,2433719,98,43307,2
"980","IN","1979",2527022,2478208,98,48814,2
"981","IN","1980",2343506,2290671,98,52835,2
"982","IN","1981",2306266,2250666,98,55600,2
"983","IN","1982",2114799,2058717,97,56082,3
"984","IN","1983",2128513,2063562,97,64951,3
"985","IN","1984",2210675,2148630,97,62045,3
"986","IN","1985",2245045,2178373,97,66672,3
"987","IN","1986",2204836,2136422,97,68414,3
"988","IN","1987",2330405,2257198,97,73207,3
"989","IN","1988",2439515,2362430,97,77085,3
"990","IN","1989",2461663,2394840,97,66823,3
"991","IN","1990",2486534,2428805,98,57729,2
"992","IN","1991",2468749,2409646,98,59103,2
"993","IN","1992",2456593,2397455,98,59138,2
"994","IN","1993",2566462,2515977,98,50485,2
"995","IN","1994",2553094,2504139,98,48955,2
"996","IN","1995",2618357,2566889,98,51468,2
"997","IN","1996",2700030,2653419,98,46611,2
"998","IN","1997",2679932,2636716,98,43216,2
"999","IN","1998",2670088,2628819,98,41269,2
"1000","IN","1999",2780767,2735942,98,44825,2
"1001","IN","2000",2863912,2819232,98,44680,2
"1002","IN","2001",2767007,2717806,98,49201,2
"1003","IN","2002",2853599,2801058,98,52541,2
"1004","IN","2003",2934671,2880035,98,54636,2
"1005","IN","2004",2927611,2872475,98,55136,2
"1006","IN","2005",2921512,2860635,98,60877,2
"1007","IN","2006",2856693,2804463,98,52230,2
"1008","IN","2007",2955502,2891054,98,64448,2
"1009","IN","2008",2912828,2818075,97,94753,3
"1010","IN","2009",2700448,2594091,96,106357,4
"1011","IN","2010",2831825,2705207,96,126618,4
"1012","IN","2011",2801444,2669324,95,132120,5
"1013","IN","2012",2714667,2592678,96,121989,4
"1014","IN","2013",2839736,2705854,95,133882,5
"1015","IN","2014",2881921,2743520,95,138401,5
"1016","IN","2015",2786382,2642790,95,143592,5
"1017","IN","2016",2733573,2581871,94,151702,6
"1018","IN","2017",2630940,2479723,94,151217,6
"1019","IN","2018",2769007,2613296,94,155711,6
"1020","IN","2019",2732665,2582980,95,149685,5
"1021","IN","2020",2502122,2362700,94,139422,6
"1022","IN","2021",2649708,2492384,94,157324,6
"1023","IN","2022",2622566,2451580,93,170986,7
"1024","IN","2023",2555897,2383006,93,172891,7
"1025","KS","1960",620381,616402,99,3979,1
"1026","KS","1961",606876,603137,99,3739,1
"1027","KS","1962",626981,623420,99,3561,1
"1028","KS","1963",628491,624810,99,3681,1
"1029","KS","1964",643831,640251,99,3580,1
"1030","KS","1965",709644,706240,100,3404,0
"1031","KS","1966",749649,746213,100,3436,0
"1032","KS","1967",707552,704268,100,3284,0
"1033","KS","1968",778395,775007,100,3388,0
"1034","KS","1969",821929,818694,100,3235,0
"1035","KS","1970",856728,853046,100,3682,0
"1036","KS","1971",889706,885816,100,3890,0
"1037","KS","1972",942729,937059,99,5670,1
"1038","KS","1973",947894,941885,99,6009,1
"1039","KS","1974",938726,932857,99,5869,1
"1040","KS","1975",903571,897792,99,5779,1
"1041","KS","1976",952921,946431,99,6490,1
"1042","KS","1977",965754,958923,99,6831,1
"1043","KS","1978",1017039,1009532,99,7507,1
"1044","KS","1979",1112522,1104619,99,7903,1
"1045","KS","1980",1001634,992604,99,9030,1
"1046","KS","1981",927844,919415,99,8429,1
"1047","KS","1982",921758,911412,99,10346,1
"1048","KS","1983",891881,881213,99,10668,1
"1049","KS","1984",993087,978465,99,14622,1
"1050","KS","1985",990991,976210,99,14781,1
"1051","KS","1986",952845,931086,98,21759,2
"1052","KS","1987",997525,977070,98,20455,2
"1053","KS","1988",1053533,1031886,98,21647,2
"1054","KS","1989",1023345,1005702,98,17643,2
"1055","KS","1990",1074330,1060554,99,13776,1
"1056","KS","1991",1070386,1056154,99,14232,1
"1057","KS","1992",1057319,1043139,99,14180,1
"1058","KS","1993",1085811,1072333,99,13478,1
"1059","KS","1994",1111782,1098767,99,13015,1
"1060","KS","1995",1078330,1065459,99,12871,1
"1061","KS","1996",1109621,1097905,99,11716,1
"1062","KS","1997",1101084,1090829,99,10255,1
"1063","KS","1998",1088778,1078960,99,9818,1
"1064","KS","1999",1108236,1098178,99,10058,1
"1065","KS","2000",1116017,1106201,99,9816,1
"1066","KS","2001",1063512,1053041,99,10471,1
"1067","KS","2002",1096710,1080400,99,16310,1
"1068","KS","2003",1137937,1118568,98,19369,2
"1069","KS","2004",1119126,1102022,98,17104,2
"1070","KS","2005",1064258,1044202,98,20056,2
"1071","KS","2006",1089261,1067501,98,21760,2
"1072","KS","2007",1150829,1122373,98,28456,2
"1073","KS","2008",1108904,1062253,96,46651,4
"1074","KS","2009",1072050,1023819,96,48231,4
"1075","KS","2010",1090138,1036714,95,53424,5
"1076","KS","2011",1074483,1017054,95,57429,5
"1077","KS","2012",1036924,979065,94,57859,6
"1078","KS","2013",1045632,970945,93,74687,7
"1079","KS","2014",1076152,990982,92,85170,8
"1080","KS","2015",1041248,956559,92,84689,8
"1081","KS","2016",1018002,921526,91,96476,9
"1082","KS","2017",985787,874125,89,111662,11
"1083","KS","2018",1044236,929468,89,114768,11
"1084","KS","2019",1031443,908539,88,122904,12
"1085","KS","2020",970610,840790,87,129820,13
"1086","KS","2021",968269,832718,86,135551,14
"1087","KS","2022",1002713,850925,85,151788,15
"1088","KS","2023",973356,833088,86,140268,14
"1089","KY","1960",779353,747951,96,31402,4
"1090","KY","1961",775993,745769,96,30224,4
"1091","KY","1962",793930,762334,96,31596,4
"1092","KY","1963",848634,817500,96,31134,4
"1093","KY","1964",851579,821580,96,29999,4
"1094","KY","1965",861120,831034,97,30086,3
"1095","KY","1966",870415,839070,96,31345,4
"1096","KY","1967",916069,880946,96,35123,4
"1097","KY","1968",975596,942683,97,32913,3
"1098","KY","1969",1032370,999881,97,32489,3
"1099","KY","1970",1065453,1030905,97,34548,3
"1100","KY","1971",1074826,1037901,97,36925,3
"1101","KY","1972",1157521,1117220,97,40301,3
"1102","KY","1973",1191967,1151012,97,40955,3
"1103","KY","1974",1178145,1135364,96,42781,4
"1104","KY","1975",1221092,1178455,97,42637,3
"1105","KY","1976",1344030,1297908,97,46122,3
"1106","KY","1977",1370843,1329971,97,40872,3
"1107","KY","1978",1351921,1303515,96,48406,4
"1108","KY","1979",1384575,1329394,96,55181,4
"1109","KY","1980",1321263,1285948,97,35315,3
"1110","KY","1981",1253701,1216837,97,36864,3
"1111","KY","1982",1212027,1166050,96,45977,4
"1112","KY","1983",1223762,1181026,97,42736,3
"1113","KY","1984",1322041,1269475,96,52566,4
"1114","KY","1985",1285182,1232706,96,52476,4
"1115","KY","1986",1260043,1210461,96,49582,4
"1116","KY","1987",1303513,1257328,96,46185,4
"1117","KY","1988",1385250,1340019,97,45231,3
"1118","KY","1989",1464594,1418428,97,46166,3
"1119","KY","1990",1469560,1438260,98,31300,2
"1120","KY","1991",1491458,1457657,98,33801,2
"1121","KY","1992",1556815,1521563,98,35252,2
"1122","KY","1993",1599201,1570862,98,28339,2
"1123","KY","1994",1645098,1615243,98,29855,2
"1124","KY","1995",1719009,1690976,98,28033,2
"1125","KY","1996",1737381,1705999,98,31382,2
"1126","KY","1997",1746301,1720768,99,25533,1
"1127","KY","1998",1705476,1682811,99,22665,1
"1128","KY","1999",1798735,1777647,99,21088,1
"1129","KY","2000",1787820,1767316,99,20504,1
"1130","KY","2001",1807989,1781143,99,26846,1
"1131","KY","2002",1959802,1921950,98,37852,2
"1132","KY","2003",1895859,1851865,98,43994,2
"1133","KY","2004",1971977,1925777,98,46200,2
"1134","KY","2005",1997945,1942804,97,55141,3
"1135","KY","2006",1992266,1939297,97,52969,3
"1136","KY","2007",2031787,1977072,97,54715,3
"1137","KY","2008",1993954,1935088,97,58866,3
"1138","KY","2009",1906534,1842833,97,63701,3
"1139","KY","2010",1984909,1916992,97,67917,3
"1140","KY","2011",1915801,1844852,96,70949,4
"1141","KY","2012",1881539,1816139,97,65400,3
"1142","KY","2013",1820409,1744565,96,75844,4
"1143","KY","2014",1761788,1684725,96,77063,4
"1144","KY","2015",1710943,1641641,96,69302,4
"1145","KY","2016",1684010,1612486,96,71524,4
"1146","KY","2017",1631641,1554049,95,77592,5
"1147","KY","2018",1716399,1637906,95,78493,5
"1148","KY","2019",1683555,1605297,95,78258,5
"1149","KY","2020",1542617,1473483,96,69134,4
"1150","KY","2021",1646871,1575127,96,71744,4
"1151","KY","2022",1671827,1594310,95,77517,5
"1152","KY","2023",1611130,1538527,95,72603,5
"1153","LA","1960",1486803,1447811,97,38992,3
"1154","LA","1961",1548642,1511468,98,37174,2
"1155","LA","1962",1560868,1524083,98,36785,2
"1156","LA","1963",1728650,1689503,98,39147,2
"1157","LA","1964",1846112,1806821,98,39291,2
"1158","LA","1965",1810100,1771801,98,38299,2
"1159","LA","1966",1949810,1910056,98,39754,2
"1160","LA","1967",2207245,2169560,98,37685,2
"1161","LA","1968",2390970,2350179,98,40791,2
"1162","LA","1969",2665151,2624453,98,40698,2
"1163","LA","1970",2799666,2758046,99,41620,1
"1164","LA","1971",2856667,2814755,99,41912,1
"1165","LA","1972",3040208,2995389,99,44819,1
"1166","LA","1973",3274473,3228725,99,45748,1
"1167","LA","1974",3359124,3314196,99,44928,1
"1168","LA","1975",3063639,3021281,99,42358,1
"1169","LA","1976",3492740,3447570,99,45170,1
"1170","LA","1977",3900298,3853606,99,46692,1
"1171","LA","1978",4047994,4000169,99,47825,1
"1172","LA","1979",3996684,3951967,99,44717,1
"1173","LA","1980",3859310,3794603,98,64707,2
"1174","LA","1981",3911456,3843193,98,68263,2
"1175","LA","1982",3577091,3507424,98,69667,2
"1176","LA","1983",3369520,3294866,98,74654,2
"1177","LA","1984",3513860,3435044,98,78816,2
"1178","LA","1985",3286756,3207413,98,79343,2
"1179","LA","1986",3447675,3345332,97,102343,3
"1180","LA","1987",3520246,3418047,97,102199,3
"1181","LA","1988",3564281,3459666,97,104615,3
"1182","LA","1989",3712321,3582507,97,129814,3
"1183","LA","1990",3699880,3578953,97,120927,3
"1184","LA","1991",3703937,3580448,97,123489,3
"1185","LA","1992",3813285,3686266,97,127019,3
"1186","LA","1993",3875810,3746051,97,129759,3
"1187","LA","1994",4014247,3872633,96,141614,4
"1188","LA","1995",4058533,3912861,96,145672,4
"1189","LA","1996",4227956,4082037,97,145919,3
"1190","LA","1997",4319442,4176794,97,142648,3
"1191","LA","1998",4040905,3900578,97,140327,3
"1192","LA","1999",4021156,3878176,96,142980,4
"1193","LA","2000",4327069,4188331,97,138738,3
"1194","LA","2001",3818697,3687639,97,131058,3
"1195","LA","2002",3952583,3814493,97,138090,3
"1196","LA","2003",3804200,3657559,96,146641,4
"1197","LA","2004",4005138,3822630,95,182508,5
"1198","LA","2005",3849720,3703232,96,146488,4
"1199","LA","2006",4021734,3875739,96,145995,4
"1200","LA","2007",4275672,4129141,97,146531,3
